sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_use
Very quick with communication and responses.,low,0.7142857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.181758,low.02366,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04864568,2366,0.99010456
"Along with that, life isn't fair.",low,0.7115384615384616,torontofantasy.6.014686,low.02367,torontofantasy.216586,2367,0.9324587
"Well, one is I'm better prepared.",low,0.6842105263157895,cocaspok1999.6.006805,low.02368,cocaspok1999.0091213,2368,0.91863483
Give them the time they need.,low,0.6981132075471698,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.029097,low.02369,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00792938,2369,0.9452556
His serious expression changed to dread.,low,0.8059701492537313,torontofantasy.6.282327,low.02370,torontofantasy.3678665,2370,0.926249
"Bright, bold, textured and extremely innovative.",low,0.7704918032786885,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.167106,low.02371,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04555717,2371,0.97821575
It was a great media event.,low,0.7272727272727273,cocaspok1990.6.001430,low.02372,cocaspok1990.0024127,2372,0.93169016
Better than knowing individuals any day.,low,0.6951219512195121,torontofantasy.6.298577,low.02373,torontofantasy.3910835,2373,0.95425093
"Still, the Resistance has its ways.",low,0.8059701492537313,torontofantasy.6.003160,low.02374,torontofantasy.42791,2374,0.9337281
What are you afraid will happen?,low,0.7368421052631579,cornellmov.6.006194,low.02375,cornellmov.0035231,2375,0.9515361
Liquor Stores can be extremely profitable.,low,0.8787878787878788,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.111872,low.02376,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03004041,2376,0.9554151
"Regardless, the viewing was a comfort.",low,0.6891891891891891,torontofantasy.6.202220,low.02377,torontofantasy.2742965,2377,0.9435239
And you will give me occasion.,low,0.6909090909090909,cornellmov.6.036198,low.02378,cornellmov.0221353,2378,0.97229975
"Well, I'm trying to educate him!",low,0.8333333333333334,cornellmov.6.017019,low.02379,cornellmov.0098065,2379,0.908673
Something had a hold on her.,low,0.7792207792207793,torontofantasy.6.184063,low.02380,torontofantasy.2498619,2380,0.88925135
Will you give her a message?,low,0.7384615384615385,cornellmov.6.037466,low.02381,cornellmov.0229604,2381,0.92878926
You have a problem with it.,low,0.625,cocaspok1996.6.002906,low.02382,cocaspok1996.0036885,2382,0.94393134
That might be a good sign.,low,0.6578947368421053,torontomyst.6.136111,low.02383,torontomyst.1763994,2383,0.9243852
"""We were extremely worried,"" Tovan responded.",low,0.8028169014084507,torontofantasy.6.033611,low.02384,torontofantasy.487179,2384,0.95121586
His strength was draining too quickly.,low,0.7901234567901234,torontofantasy.6.388197,low.02385,torontofantasy.5087558,2385,0.91564006
It must be another business establishment.,low,0.68,torontofantasy.6.080349,low.02386,torontofantasy.1186144,2386,0.95747167
You make that sound so easy.,low,0.6981132075471698,torontofantasy.6.226668,low.02387,torontofantasy.3030180,2387,0.9324884
He must be good for something.,low,0.7974683544303798,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.062465,low.02388,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01672391,2388,0.91042155
Things to come to terms with.,low,0.6455696202531646,cornellmov.6.039110,low.02389,cornellmov.0240388,2389,0.94766027
You better get used to it.,low,0.7466666666666667,cornellmov.6.030812,low.02390,cornellmov.0186789,2390,0.9051969
I'll give you your heart's desire.,low,0.7682926829268293,cornellmov.6.020981,low.02391,cornellmov.0123377,2391,0.9461943
Four affirmations are better than none.,low,0.8679245283018868,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.064074,low.02392,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01756438,2392,0.9560252
A heavy and generously proportioned object.,low,0.7083333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.158808,low.02393,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04287436,2393,0.97219175
I tend to avoid such situations.,low,0.7088607594936709,torontomyst.6.005456,low.02394,torontomyst.76844,2394,0.95210576
I was already prepared for that.,low,0.6707317073170732,cocaspok1995.6.002909,low.02395,cocaspok1995.038442,2395,0.95436907
They were almost to the woods.,low,0.7564102564102564,torontofantasy.6.368350,low.02396,torontofantasy.4817642,2396,0.9159449
Better having two choices than one.,low,0.7866666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.116157,low.02397,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03109702,2397,0.9658823
Most markets are still relatively healthy.,low,0.8181818181818182,cocaspok2005.6.004469,low.02398,cocaspok2005.0070938,2398,0.9673536
Ostedes was more powerful than ever.,low,0.8524590163934426,torontofantasy.6.042236,low.02399,torontofantasy.618411,2399,0.9292016
I won't let them hurt you.,low,0.7659574468085106,torontofantasy.6.019201,low.02400,torontofantasy.280372,2400,0.9235203
They've suspended him for two days.,low,0.7435897435897436,cornellmov.6.017721,low.02401,cornellmov.0102529,2401,0.91317195
You have to give me something.,low,0.6666666666666666,torontofantasy.6.137288,low.02402,torontofantasy.1879753,2402,0.9424562
It was definitely a valuable experience.,low,0.74,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.094556,low.02403,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02556044,2403,0.9274207
Give your content order and purpose.,low,0.6779661016949152,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.119479,low.02404,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03227237,2404,0.9962249
His face devoid of all expression.,low,0.6911764705882353,torontofantasy.6.443350,low.02405,torontofantasy.5796459,2405,0.91979975
Experts offer all kinds of advice.,low,0.7692307692307693,cocaspok1991.6.000310,low.02406,cocaspok1991.0005149,2406,0.9642466
Reliable edge hold on firmer snow.,low,0.6349206349206349,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.116847,low.02407,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03156191,2407,0.9643387
It is kind of getting tight.,low,0.7735849056603774,cocaspok2009.6.011448,low.02408,cocaspok2009.0148845,2408,0.9034784
Practically everyone in Debrett's has one.,low,0.6923076923076923,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.106142,low.02409,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02843641,2409,0.935656
Easy to fill and very durable!,low,0.8703703703703703,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.054612,low.02410,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01498543,2410,0.961749
"If you're ever afraid, call me.",low,0.8653846153846154,torontomyst.6.121645,low.02411,torontomyst.1602249,2411,0.9250197
Create a great life for yourself.,low,0.7692307692307693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.126225,low.02412,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03414440,2412,0.9380824
Everyone must make their own choices.,low,0.7692307692307693,torontofantasy.6.059676,low.02413,torontofantasy.871268,2413,0.9685595
I desire credit life insurance only.,low,0.8636363636363636,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.073913,low.02414,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01995963,2414,0.9612054
So three triggers must be implemented.,low,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.126158,low.02415,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03417330,2415,0.9809626
They both walked out towards reception.,low,0.7058823529411765,torontofantasy.6.013678,low.02416,torontofantasy.199595,2416,0.9477239
One can't help but be concerned.,low,0.6329113924050633,cocaspok1996.6.000363,low.02417,cocaspok1996.0005409,2417,0.9162285
They're afraid they might get lost.,low,0.7307692307692307,cocaspok2001.6.000693,low.02418,cocaspok2001.0013589,2418,0.91599387
Storearmy Dashboard is the powerful tool.,low,0.7611940298507462,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.043274,low.02419,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01170520,2419,0.9669819
Can you hear me better now?,low,0.7439024390243902,cornellmov.6.015712,low.02420,cornellmov.0089654,2420,0.91645896
We're finding strength to come forward.,low,0.6612903225806451,cocaspok1994.6.004692,low.02421,cocaspok1994.0058736,2421,0.9336696
Thanks everyone for making these possible!!,low,0.74,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.090909,low.02422,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02440337,2422,0.9757214
Virtually every retailer will carry them.,low,0.7619047619047619,wsj.6.001541,low.02423,wsj.280642,2423,0.97426695
Might be he'll need it soon.,low,0.6333333333333333,torontofantasy.6.467015,low.02424,torontofantasy.6069694,2424,0.8967179
Just wanted to offer some feedback.,low,0.68,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.037324,low.02425,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00996564,2425,0.96216375
Because there were four separate items.,low,0.6493506493506493,cocaspok1998.6.006631,low.02426,cocaspok1998.0089976,2426,0.967508
It simply doesn't get any better!!,low,0.7540983606557377,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.017140,low.02427,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00464343,2427,0.9208762
Valuable for all levels of management.,low,0.7213114754098361,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.105917,low.02428,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02897463,2428,0.9910793
Powerful machine with variable speed control.,low,0.8405797101449275,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.004380,low.02429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00117866,2429,0.9894871
Identify the problem to be addressed.,low,0.71875,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.080618,low.02430,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02196710,2430,0.98230886
There must be a peace process.,low,0.8103448275862069,cocaspok1997.6.009675,low.02431,cocaspok1997.0118515,2431,0.9481743
Cabins were very clean and comfortable.,low,0.84,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.038822,low.02432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01044447,2432,0.9863502
I was frightened to begin with.,low,0.6984126984126984,cocaspok2008.6.004160,low.02433,cocaspok2008.0051999,2433,0.9170123
Anyone tried to implement such features?,low,0.7272727272727273,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.042557,low.02434,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01158589,2434,0.96487874
Others can be harsh and unforgiving.,low,0.7878787878787878,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.079363,low.02435,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02117895,2435,0.9621618
Then remembered he wouldn't get hurt.,low,0.6481481481481481,torontofantasy.6.407633,low.02436,torontofantasy.5335173,2436,0.92419606
Employers offer different types of benefits.,low,0.7678571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.057158,low.02437,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01554849,2437,0.97907
"Two hours, perhaps three, had passed.",low,0.7971014492753623,torontoadv.6.033633,low.02438,torontoadv.576097,2438,0.9342822
Smooth sailing was already paying off.,low,0.7948717948717948,torontofantasy.6.274092,low.02439,torontofantasy.3591948,2439,0.91429687
Convincing the public hasn't proven easy.,low,0.7368421052631579,cocaspok2007.6.006297,low.02440,cocaspok2007.0083736,2440,0.9399046
Both sides are reporting heavy losses.,low,0.803030303030303,cocaspok2000.6.003161,low.02441,cocaspok2000.0055699,2441,0.96430874
So I stopped caring and relaxed.,low,0.8125,cocaspok1996.6.003932,low.02442,cocaspok1996.0048114,2442,0.93317354
You're still always second guessing yourself.,low,0.7580645161290323,cocaspok1992.6.007624,low.02443,cocaspok1992.0104839,2443,0.94590455
His sign will be his power.,low,0.765625,torontofantasy.6.084209,low.02444,torontofantasy.1245276,2444,0.9294445
Perhaps you are tweeting too frequently.,low,0.8947368421052632,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.059526,low.02445,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01632784,2445,0.9452763
Her lack of a social life.,low,0.8918918918918919,torontomyst.6.087889,low.02446,torontomyst.1181832,2446,0.94166684
Are you afraid to be happy?,low,0.8354430379746836,torontofantasy.6.134040,low.02447,torontofantasy.1835809,2447,0.9379956
"Actually, I already work for you.",low,0.9215686274509804,cornellmov.6.027082,low.02448,cornellmov.0163263,2448,0.957574
We'd be set up for life!,low,0.7903225806451613,cornellmov.6.016046,low.02449,cornellmov.0091867,2449,0.9306351
Only serious managers need to apply.,low,0.9,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.070544,low.02450,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01904860,2450,0.95600337
Really kind of a wasted life.,low,0.7619047619047619,cocaspok1999.6.002034,low.02451,cocaspok1999.0027783,2451,0.915172
"I mean, give me a break.",low,0.7875,cocaspok1992.6.003795,low.02452,cocaspok1992.0048725,2452,0.9028451
Life was not easy for me.,low,0.7169811320754716,cocaspok2007.6.000004,low.02453,cocaspok2007.0000089,2453,0.94451296
Of course time is a problem.,low,0.6705882352941176,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.000385,low.02454,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00009630,2454,0.95433795
"And every cat's watching, ain't they?",low,0.7169811320754716,cornellmov.6.021473,low.02455,cornellmov.0126408,2455,0.91927266
"So, it was a good outcome?",low,0.7567567567567568,cocaspok2011.6.004070,low.02456,cocaspok2011.0051928,2456,0.95530045
How cheerful and comforting it looked.,low,0.6451612903225806,torontofantasy.6.246684,low.02457,torontofantasy.3271974,2457,0.9294587
"The machine, however, was always guarded.",low,0.8421052631578947,torontofantasy.6.176645,low.02458,torontofantasy.2395250,2458,0.9538132
It should be a clean sport.,low,0.7638888888888888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.075870,low.02459,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02048790,2459,0.9355353
And I must stay with him.,low,0.625,torontofantasy.6.384034,low.02460,torontofantasy.5026504,2460,0.9270713
"The plan is brief, yet comprehensive.",low,0.7647058823529411,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.174702,low.02461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04723529,2461,0.981252
I suggest to reconsider my offer.,low,0.7586206896551724,cornellmov.6.034767,low.02462,cornellmov.0212165,2462,0.93972754
"The resistance was determined, but ineffective.",low,0.8484848484848485,torontoadv.6.012279,low.02463,torontoadv.209751,2463,0.950917
Letting go of a certain outcome.,low,0.64,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.067300,low.02464,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01799308,2464,0.9346355
This will become very relevant soon.,low,0.6949152542372882,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.014820,low.02465,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00400510,2465,0.96179825
"I keep telling him, it's done.",low,0.7164179104477612,torontofantasy.6.293987,low.02466,torontofantasy.3841866,2466,0.90038216
But strict harmonious symmetry of parts.,low,0.6363636363636364,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.110481,low.02467,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02983176,2467,0.97558933
Easy to utilize and cost efficient.,low,0.7058823529411765,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.008547,low.02468,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00230913,2468,0.97061265
"However, they prefer they remain confidential.",low,0.7258064516129032,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.153519,low.02469,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04141313,2469,0.95349365
Details of Taliesin's life are sparse.,low,0.7666666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.033417,low.02470,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00902953,2470,0.9700963
He must not keep him waiting.,low,0.7241379310344828,torontofantasy.6.085469,low.02471,torontofantasy.1266336,2471,0.9286545
