sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_glove
Have you drawn all your life?,low,0.8235294117647058,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.001170,low.02262,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00032296,2262,0.17591279517119374
Even the beast seemed less afraid.,low,0.7692307692307693,torontofantasy.6.052863,low.02263,torontofantasy.769064,2263,0.19420585173453425
Five of those are critically wounded.,low,0.7777777777777778,cocaspok2002.6.004096,low.02264,cocaspok2002.0064868,2264,0.24108751930884545
It is round and relatively small.,low,0.8133333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.017346,low.02265,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00463689,2265,0.1846081116052699
Getting to your session is easy.,low,0.78,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.126846,low.02266,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03425111,2266,0.1812984485602587
His policies are out of touch.,low,0.6623376623376623,cocaspok2012.6.003493,low.02267,cocaspok2012.042683,2267,0.176142373507915
"I'm not afraid of failure, no.",low,0.7142857142857143,cocaspok2011.6.006075,low.02268,cocaspok2011.0076762,2268,0.23298579102521613
Had he calculated correctly for once?,low,0.7592592592592593,torontomyst.6.098967,low.02269,torontomyst.1312574,2269,0.20073267560492397
Great success tonight upon first attempt..,low,0.631578947368421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.074397,low.02270,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02010395,2270,0.20293849732550584
But still Tom seemed to hesitate.,low,0.6811594202898551,torontomyst.6.139655,low.02271,torontomyst.1809910,2271,0.18177062285861537
The application is easy to use.,low,0.7794117647058824,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.069981,low.02272,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01903559,2272,0.19528629204446354
And we can get even better.,low,0.711864406779661,cornellmov.6.037064,low.02273,cornellmov.0226935,2273,0.16688447071968182
Shipping was quick and easy too.,low,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.092465,low.02274,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02503098,2274,0.2048398697614158
"He appeared startled, but seemingly unharmed.",low,0.6779661016949152,torontofantasy.6.130370,low.02275,torontofantasy.1785565,2275,0.29583000803650344
"It was clean, bright and comfortable.",low,0.7792207792207793,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.172251,low.02276,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04640240,2276,0.20330993027341557
It sends its own valuable signal.,low,0.6470588235294118,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.162917,low.02277,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04433165,2277,0.22332444203519677
Because we're almost out of time.,low,0.6712328767123288,cocaspok2006.6.007604,low.02278,cocaspok2006.0118629,2278,0.15931621946835625
We give you peace of mind.,low,0.6753246753246753,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.060781,low.02279,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01642319,2279,0.17874132424646386
Focus on breathing deeply and slowly.,low,0.8627450980392157,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.046414,low.02280,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01272802,2280,0.2499204988014695
Its improper use cannot be tolerated.,low,0.6774193548387096,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.148035,low.02281,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03992143,2281,0.24835878657317884
His eyes were harsh and biting.,low,0.7926829268292683,torontofantasy.6.221613,low.02282,torontofantasy.2974194,2282,0.23639564738859692
And you'd be correct every time.,low,0.8412698412698413,cocaspok1994.6.000833,low.02283,cocaspok1994.0011324,2283,0.17308106892297326
Every piece of them has power.,low,0.7540983606557377,torontofantasy.6.111599,low.02284,torontofantasy.1603313,2284,0.17908767422866598
The damage might already be done.,low,0.72,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.049021,low.02285,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01306639,2285,0.17810057612500413
You still have time to plan.,low,0.65625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.135172,low.02286,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03651708,2286,0.16117528247822022
The problem must be faced squarely.,low,0.7142857142857143,brown.6.001147,low.02287,brown.022504,2287,0.22115428292393666
Another manner is to time entries.,low,0.576271186440678,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.016226,low.02288,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00430395,2288,0.1786156474229917
The last reported wind was calm.,low,0.7,cocaspok2011.6.004318,low.02289,cocaspok2011.0055041,2289,0.21493271975715716
It must be great being you.,low,0.8571428571428571,cornellmov.6.030832,low.02290,cornellmov.0186949,2290,0.1634886217392893
"Every word still clear, still sure.",low,0.6447368421052632,torontofantasy.6.186732,low.02291,torontofantasy.2534965,2291,0.178300766040047
We are full of literary people.,low,0.7236842105263158,wsj.6.002551,low.02292,wsj.464077,2292,0.18417885227570677
Possibly the last of his kind.,low,0.68,torontofantasy.6.020194,low.02293,torontofantasy.293030,2293,0.1700525029647128
You have to make it last.,low,0.7321428571428571,torontofantasy.6.126495,low.02294,torontofantasy.1742274,2294,0.15295661019142384
Perhaps something he was searching for.,low,0.6190476190476191,torontofantasy.6.152230,low.02295,torontofantasy.2072037,2295,0.1753832174390727
Economic issues must also be resolved.,low,0.7887323943661971,cocaspok2003.6.003284,low.02296,cocaspok2003.0056281,2296,0.23463207342214346
Many of them have been flawless.,low,0.7377049180327869,cocaspok1992.6.003354,low.02297,cocaspok1992.0043364,2297,0.17967452996764016
Aren't we full of ourselves today?,low,0.8311688311688312,cornellmov.6.018697,low.02298,cornellmov.0108882,2298,0.19334524474466216
I will be worried about them.,low,0.6349206349206349,cocaspok2003.6.000879,low.02299,cocaspok2003.0017228,2299,0.166420267374653
Don't be afraid to be lazy.,low,0.9322033898305084,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.089546,low.02300,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02438405,2300,0.23585234108951036
I feel very dependent on them.,low,0.76,cocaspok2001.6.005788,low.02301,cocaspok2001.0089720,2301,0.17786175931161127
Now be careful with that bag.,low,0.7037037037037037,cornellmov.6.020406,low.02302,cornellmov.0119558,2302,0.16649239612767489
It is not a serious proposal.,low,0.7049180327868853,cocaspok2011.6.010396,low.02303,cocaspok2011.0132520,2303,0.1848969736565331
Is such that I was stunned.,low,0.6049382716049383,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.054854,low.02304,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01467931,2304,0.17176190641651923
We better get you cleaned up.,low,0.796875,cornellmov.6.023451,low.02305,cornellmov.0139624,2305,0.18713835857839248
Perhaps that was what he felt.,low,0.676923076923077,torontoadv.6.004042,low.02306,torontoadv.73905,2306,0.17994239175457524
A festive reception concluded the afternoon.,low,0.7142857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.146991,low.02307,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04003834,2307,0.2536157298618655
You must stand up to him.,low,0.7435897435897436,torontofantasy.6.041679,low.02308,torontofantasy.602978,2308,0.17526664977802328
Have your job duties expanded substantially?,low,0.7432432432432432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.111260,low.02309,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03043174,2309,0.25228592124290006
Shouldn't we take every possible precaution?,low,0.7058823529411765,cornellmov.6.037836,low.02310,cornellmov.0231953,2310,0.22352841567184756
Cost effective plans for every business.,low,0.6428571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.125428,low.02311,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03372128,2311,0.2426334130196148
"Well, then, it must be fought.",low,0.6923076923076923,cornellmov.6.031390,low.02312,cornellmov.0190525,2312,0.1729503011486432
I enjoyed every minute of it.,low,0.6507936507936508,cornellmov.6.005639,low.02313,cornellmov.0032150,2313,0.17016131842799176
Sam's knees threatened to give out.,low,0.8955223880597015,torontofantasy.6.420727,low.02314,torontofantasy.5548548,2314,0.2137699749007671
He was very kind and strong.,low,0.7469879518072289,cornellmov.6.016826,low.02315,cornellmov.0096918,2315,0.1744221974378231
You still have to be involved.,low,0.6233766233766234,cocaspok1997.6.004193,low.02316,cocaspok1997.0049014,2316,0.16323077744864525
That phrase denied is so powerful.,low,0.7027027027027027,cocaspok2009.6.006580,low.02317,cocaspok2009.0083927,2317,0.19686077159787968
Everyone was so impressed by it.,low,0.6333333333333333,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.122945,low.02318,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03323174,2318,0.18272132706113905
And you have excellent survival skills.,low,0.7397260273972602,torontomyst.6.152083,low.02319,torontomyst.1954764,2319,0.20532522235161324
Meaning that you are not certain...?,low,0.7088607594936709,torontofantasy.6.465933,low.02320,torontofantasy.6056568,2320,0.18152804956802396
"A small, dimly glowing ball appeared.",low,0.828125,torontofantasy.6.058661,low.02321,torontofantasy.851133,2321,0.279268826072468
The suspects might be there already.,low,0.6790123456790124,cornellmov.6.015567,low.02322,cornellmov.0088822,2322,0.1748368050953659
And Gerry was definitely physically strong.,low,0.7857142857142857,torontomyst.6.174075,low.02323,torontomyst.2212696,2323,0.2018635491097169
"But still, you can't be sure.",low,0.7435897435897436,cornellmov.6.013729,low.02324,cornellmov.0077970,2324,0.19689577167703118
"When fully prepared, confidence comes easy.",low,0.7818181818181819,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.052911,low.02325,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01437911,2325,0.21270919169232239
Especially coated to ensure long life.,low,0.8148148148148148,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.130273,low.02326,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03489903,2326,0.20781391683203948
"It just makes me weary, somehow.",low,0.7288135593220338,torontofantasy.6.364973,low.02327,torontofantasy.4768863,2327,0.1939324113289139
Only managed to hurt her more.,low,0.75,torontofantasy.6.261741,low.02328,torontofantasy.3464485,2328,0.1739823199870193
"For example, just a quick statistic.",low,0.7966101694915254,cocaspok2005.6.003230,low.02329,cocaspok2005.0053700,2329,0.20704237327999572
We are afraid to touch him!,low,0.7543859649122807,torontomyst.6.066333,low.02330,torontomyst.919290,2330,0.17348709860347952
Don't give me any of that.,low,0.7910447761194029,cornellmov.6.037343,low.02331,cornellmov.0228726,2331,0.18419688305064008
"Besides, he had to get away.",low,0.7066666666666667,torontoadv.6.005839,low.02332,torontoadv.100239,2332,0.1614090290911268
Prefer not to break it up.,low,0.7058823529411765,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.083291,low.02333,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02270159,2333,0.16505603559128235
He'd already tried to crawl once.,low,0.8717948717948718,torontofantasy.6.445522,low.02334,torontofantasy.5813353,2334,0.20733741520973603
"So, stay strong for each other!",low,0.704225352112676,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.119376,low.02335,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03196123,2335,0.17464052519584364
Changing the constitution is not easy.,low,0.8481012658227848,cocaspok2006.6.006879,low.02336,cocaspok2006.0108241,2336,0.191449177460328
It was so peaceful for dining.,low,0.810126582278481,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.021535,low.02337,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00580774,2337,0.18827293808105133
But you see a continuing problem.,low,0.6716417910447762,cocaspok2010.6.012541,low.02338,cocaspok2010.0162204,2338,0.16401001305781432
It was a somewhat startling feeling.,low,0.65,torontofantasy.6.097353,low.02339,torontofantasy.1419950,2339,0.20813272119253526
The excitement was almost too much.,low,0.7794117647058824,torontofantasy.6.138648,low.02340,torontofantasy.1893927,2340,0.17681873362461234
Easy on hand and good distance.,low,0.6458333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.083128,low.02341,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02250031,2341,0.19120787512154777
He was the one who spoke.,low,0.7,torontomyst.6.146929,low.02342,torontomyst.1896212,2342,0.18182478402045726
He was pretty easy to notice.,low,0.6507936507936508,cocaspok2007.6.000422,low.02343,cocaspok2007.0004546,2343,0.16687962586321303
Thoughts of a family soon followed.,low,0.6923076923076923,cocaspok2007.6.006522,low.02344,cocaspok2007.0086259,2344,0.18439890424986496
Sprint would give that to them.,low,0.8727272727272727,cocaspok2004.6.008413,low.02345,cocaspok2004.0126125,2345,0.1805472850389103
They won't treat you any better.,low,0.78125,cocaspok1992.6.003847,low.02346,cocaspok1992.0049357,2346,0.18383744895858176
Maybe you'll be entertaining guests soon.,low,0.76,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.056078,low.02347,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01515699,2347,0.2570712406468146
You have every right to be.,low,0.711864406779661,cornellmov.6.021879,low.02348,cornellmov.0128907,2348,0.15955660415476314
I would give them to her.,low,0.6507936507936508,cocaspok2002.6.000024,low.02349,cocaspok2002.0000424,2349,0.1651592633785557
I want you to throw up.,low,0.8421052631578947,cocaspok2007.6.007417,low.02350,cocaspok2007.0095445,2350,0.17579020297496212
That is another very good additional.,low,0.7358490566037735,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.118999,low.02351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03244071,2351,0.16658160148352225
"And still it came, pushing forward.",low,0.7205882352941176,torontomyst.6.134997,low.02352,torontomyst.1748416,2352,0.17279723121554236
A couple of really quick questions.,low,0.7647058823529411,cocaspok2004.6.006102,low.02353,cocaspok2004.0094119,2353,0.17700260124875275
It was a pretty weak throw.,low,0.7625,cocaspok2009.6.006505,low.02354,cocaspok2009.0082949,2354,0.18599517827309503
I have all of those already!!!,low,0.7692307692307693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.028384,low.02355,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00754425,2355,0.17007737963027833
And I got a clean record.,low,0.7974683544303798,torontomyst.6.051965,low.02356,torontomyst.727113,2356,0.1725062462036295
"Development of quick, responsive, optimised sites.",low,0.7540983606557377,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.170821,low.02357,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04618051,2357,0.31888677935143667
The clouds forming overhead worried him.,low,0.8260869565217391,torontofantasy.6.429713,low.02358,torontofantasy.5667860,2358,0.25535946078466554
I've been feeling low for weeks.,low,0.782051282051282,cornellmov.6.021919,low.02359,cornellmov.0129182,2359,0.2294126103819489
It's time to change it somewhat.,low,0.703125,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.140567,low.02360,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03759333,2360,0.19960733638548583
And the clothing is somewhat interesting.,low,0.7714285714285715,cocaspok1993.6.001962,low.02361,cocaspok1993.0027171,2361,0.18418299304484217
So its phone number displays unknown.,low,0.7538461538461538,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.020169,low.02362,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00538930,2362,0.23936267140191403
I spoke with him three times.,low,0.7017543859649122,cocaspok2009.6.000437,low.02363,cocaspok2009.0004486,2363,0.1826718242858294
